time,P,Gb(i),Gd(i),H_sun,T2m,WS10m,load,residual_load,dataset_id
2018-01-01 21:45:00,0.0,0.0,0.0,0.0,2.76,3.45,118.0,118.0,1
2018-01-01 22:00:00,0.0,0.0,0.0,0.0,2.71,3.31,123.0,123.0,1
2018-01-01 22:15:00,0.0,0.0,0.0,0.0,2.74,3.28,121.0,121.0,1
2018-01-01 22:30:00,0.0,0.0,0.0,0.0,2.78,3.24,121.5,121.5,1
2018-01-01 22:45:00,0.0,0.0,0.0,0.0,2.82,3.2,112.0,112.0,1
2018-01-01 23:00:00,0.0,0.0,0.0,0.0,2.85,3.17,114.0,114.0,1
2018-01-01 23:15:00,0.0,0.0,0.0,0.0,2.92,3.0,118.0,118.0,1
2018-01-01 23:30:00,0.0,0.0,0.0,0.0,2.99,2.82,114.5,114.5,1
2018-01-01 23:45:00,0.0,0.0,0.0,0.0,3.06,2.65,118.5,118.5,1
2018-01-02 00:00:00,0.0,0.0,0.0,0.0,3.13,2.48,115.5,115.5,1
2018-01-02 00:15:00,0.0,0.0,0.0,0.0,3.06,2.79,111.5,111.5,1
2018-01-02 00:30:00,0.0,0.0,0.0,0.0,3.0,3.1,117.0,117.0,1
2018-01-02 00:45:00,0.0,0.0,0.0,0.0,2.93,3.41,116.0,116.0,1
2018-01-02 01:00:00,0.0,0.0,0.0,0.0,2.86,3.72,118.5,118.5,1
2018-01-02 01:15:00,0.0,0.0,0.0,0.0,2.69,3.72,118.0,118.0,1
2018-01-02 01:30:00,0.0,0.0,0.0,0.0,2.51,3.72,118.5,118.5,1
2018-01-02 01:45:00,0.0,0.0,0.0,0.0,2.34,3.72,116.0,116.0,1
2018-01-02 02:00:00,0.0,0.0,0.0,0.0,2.17,3.72,118.0,118.0,1
2018-01-02 02:15:00,0.0,0.0,0.0,0.0,2.09,3.94,118.5,118.5,1
2018-01-02 02:30:00,0.0,0.0,0.0,0.0,2.02,4.17,116.0,116.0,1
2018-01-02 02:45:00,0.0,0.0,0.0,0.0,1.94,4.4,121.5,121.5,1
2018-01-02 03:00:00,0.0,0.0,0.0,0.0,1.87,4.62,118.0,118.0,1
2018-01-02 03:15:00,0.0,0.0,0.0,0.0,1.93,4.54,118.5,118.5,1
2018-01-02 03:30:00,0.0,0.0,0.0,0.0,1.99,4.45,123.0,123.0,1
2018-01-02 03:45:00,0.0,0.0,0.0,0.0,2.05,4.36,124.0,124.0,1
2018-01-02 04:00:00,0.0,0.0,0.0,0.0,2.11,4.28,129.5,129.5,1
2018-01-02 04:15:00,0.0,0.0,0.0,0.0,2.17,4.16,128.0,128.0,1
2018-01-02 04:30:00,0.0,0.0,0.0,0.0,2.23,4.04,135.5,135.5,1
2018-01-02 04:45:00,0.0,0.0,0.0,0.0,2.29,3.91,139.5,139.5,1
2018-01-02 05:00:00,0.0,0.0,0.0,0.0,2.35,3.79,145.5,145.5,1
2018-01-02 05:15:00,0.0,0.0,0.0,0.0,2.42,3.65,150.0,150.0,1
2018-01-02 05:30:00,0.0,0.0,0.0,0.0,2.5,3.52,151.5,151.5,1
2018-01-02 05:45:00,0.0,0.0,0.0,0.0,2.57,3.38,158.5,158.5,1
2018-01-02 06:00:00,0.0,0.0,0.0,0.0,2.64,3.24,158.5,158.5,1
2018-01-02 06:15:00,0.0,0.0,0.0,0.0,2.7,3.1,172.0,172.0,1
2018-01-02 06:30:00,0.0,0.0,0.0,0.0,2.77,2.96,200.5,200.5,1
2018-01-02 06:45:00,0.0,0.0,0.0,0.0,2.84,2.83,210.0,210.0,1
2018-01-02 07:00:00,0.0,0.0,0.0,0.0,2.9,2.69,216.0,216.0,1
2018-01-02 07:15:00,8.17,5.83,6.73,1.08,2.97,2.62,227.5,219.33,1
2018-01-02 07:30:00,16.35,11.66,13.46,2.17,3.04,2.55,231.5,215.15,1
2018-01-02 07:45:00,24.52,17.48,20.19,3.26,3.11,2.48,234.0,209.48,1
2018-01-02 08:00:00,32.69,23.31,26.92,4.34,3.18,2.41,244.5,211.81,1
2018-01-02 08:15:00,61.0,24.79,39.76,5.77,3.29,2.46,245.5,184.5,1
2018-01-02 08:30:00,89.31,26.28,52.59,7.2,3.4,2.52,237.5,148.19,1
2018-01-02 08:45:00,117.62,27.76,65.43,8.63,3.51,2.57,234.5,116.88,1
2018-01-02 09:00:00,145.93,29.24,78.26,10.06,3.62,2.62,260.5,114.57,1
2018-01-02 09:15:00,153.36,33.15,87.4,11.04,3.72,2.95,270.5,117.13999999999999,1
2018-01-02 09:30:00,160.78,37.06,96.54,12.01,3.83,3.28,252.0,91.22,1
2018-01-02 09:45:00,168.21,40.98,105.68,12.99,3.94,3.6,250.0,81.78999999999999,1
2018-01-02 10:00:00,175.63,44.89,114.82,13.96,4.04,3.93,246.0,70.37,1
2018-01-02 10:15:00,165.44,33.67,105.22,14.39,4.1,3.79,261.0,95.56,1
2018-01-02 10:30:00,155.25,22.44,95.62,14.82,4.16,3.66,252.5,97.25,1
2018-01-02 10:45:00,145.05,11.22,86.01,15.26,4.22,3.52,257.0,111.94999999999999,1
2018-01-02 11:00:00,134.86,0.0,76.41,15.69,4.28,3.38,270.5,135.64,1
2018-01-02 11:15:00,113.76,0.0,66.24,15.54,4.38,3.28,256.5,142.74,1
2018-01-02 11:30:00,92.67,0.0,56.06,15.4,4.47,3.18,247.0,154.32999999999998,1
2018-01-02 11:45:00,71.57,0.0,45.89,15.26,4.57,3.07,248.0,176.43,1
2018-01-02 12:00:00,50.47,0.0,35.72,15.11,4.66,2.97,236.0,185.53,1
2018-01-02 12:15:00,51.8,0.0,41.68,14.4,4.67,2.97,238.0,186.2,1
2018-01-02 12:30:00,53.12,0.0,47.63,13.68,4.68,2.97,222.5,169.38,1
2018-01-02 12:45:00,54.45,0.0,53.58,12.97,4.69,2.97,216.0,161.55,1
2018-01-02 13:00:00,55.77,0.0,59.54,12.26,4.7,2.97,217.0,161.23,1
2018-01-02 13:15:00,52.39,39.56,55.67,11.04,4.68,3.09,218.0,165.61,1
2018-01-02 13:30:00,49.0,79.11,51.8,9.83,4.66,3.21,228.5,179.5,1
2018-01-02 13:45:00,45.62,118.67,47.94,8.62,4.63,3.33,230.5,184.88,1
2018-01-02 14:00:00,42.23,158.23,44.07,7.4,4.61,3.45,233.0,190.77,1
2018-01-02 14:15:00,31.68,118.67,33.05,5.55,4.46,3.34,246.0,214.32,1
2018-01-02 14:30:00,21.12,79.11,22.04,3.7,4.3,3.24,229.5,208.38,1
2018-01-02 14:45:00,10.56,39.56,11.02,1.85,4.15,3.14,224.5,213.94,1
2018-01-02 15:00:00,0.0,0.0,0.0,0.0,4.0,3.03,222.0,222.0,1
2018-01-02 15:15:00,0.0,0.0,0.0,0.0,3.94,3.05,214.0,214.0,1
2018-01-02 15:30:00,0.0,0.0,0.0,0.0,3.88,3.06,206.5,206.5,1
2018-01-02 15:45:00,0.0,0.0,0.0,0.0,3.82,3.08,181.0,181.0,1
2018-01-02 16:00:00,0.0,0.0,0.0,0.0,3.76,3.1,174.0,174.0,1
2018-01-02 16:15:00,0.0,0.0,0.0,0.0,3.7,3.1,152.5,152.5,1
2018-01-02 16:30:00,0.0,0.0,0.0,0.0,3.64,3.1,150.5,150.5,1
2018-01-02 16:45:00,0.0,0.0,0.0,0.0,3.59,3.1,148.5,148.5,1
2018-01-02 17:00:00,0.0,0.0,0.0,0.0,3.53,3.1,155.0,155.0,1
2018-01-02 17:15:00,0.0,0.0,0.0,0.0,3.47,3.12,151.0,151.0,1
2018-01-02 17:30:00,0.0,0.0,0.0,0.0,3.42,3.14,150.5,150.5,1
2018-01-02 17:45:00,0.0,0.0,0.0,0.0,3.36,3.15,146.5,146.5,1
2018-01-02 18:00:00,0.0,0.0,0.0,0.0,3.31,3.17,148.5,148.5,1
2018-01-02 18:15:00,0.0,0.0,0.0,0.0,3.32,3.26,150.5,150.5,1
2018-01-02 18:30:00,0.0,0.0,0.0,0.0,3.34,3.34,149.0,149.0,1
2018-01-02 18:45:00,0.0,0.0,0.0,0.0,3.35,3.43,150.5,150.5,1
2018-01-02 19:00:00,0.0,0.0,0.0,0.0,3.36,3.52,146.0,146.0,1
2018-01-02 19:15:00,0.0,0.0,0.0,0.0,3.36,3.66,147.0,147.0,1
2018-01-02 19:30:00,0.0,0.0,0.0,0.0,3.36,3.8,153.0,153.0,1
2018-01-02 19:45:00,0.0,0.0,0.0,0.0,3.35,3.93,150.0,150.0,1
2018-01-02 20:00:00,0.0,0.0,0.0,0.0,3.35,4.07,143.5,143.5,1
2018-01-02 20:15:00,0.0,0.0,0.0,0.0,3.4,4.17,148.5,148.5,1
2018-01-02 20:30:00,0.0,0.0,0.0,0.0,3.46,4.28,147.5,147.5,1
2018-01-02 20:45:00,0.0,0.0,0.0,0.0,3.51,4.38,152.5,152.5,1
2018-01-02 21:00:00,0.0,0.0,0.0,0.0,3.56,4.48,148.5,148.5,1
2018-01-02 21:15:00,0.0,0.0,0.0,0.0,3.62,4.64,144.5,144.5,1
2018-01-02 21:30:00,0.0,0.0,0.0,0.0,3.68,4.79,146.0,146.0,1
2018-01-02 21:45:00,0.0,0.0,0.0,0.0,3.74,4.94,145.0,145.0,1
2018-01-02 22:00:00,0.0,0.0,0.0,0.0,3.8,5.1,146.0,146.0,1
2018-01-02 22:15:00,0.0,0.0,0.0,0.0,3.8,5.29,141.0,141.0,1
2018-01-02 22:30:00,0.0,0.0,0.0,0.0,3.8,5.48,141.0,141.0,1
2018-01-02 22:45:00,0.0,0.0,0.0,0.0,3.8,5.67,138.5,138.5,1
2018-01-02 23:00:00,0.0,0.0,0.0,0.0,3.8,5.86,136.5,136.5,1
2018-01-02 23:15:00,0.0,0.0,0.0,0.0,3.78,5.86,139.0,139.0,1
2018-01-02 23:30:00,0.0,0.0,0.0,0.0,3.77,5.86,133.5,133.5,1
2018-01-02 23:45:00,0.0,0.0,0.0,0.0,3.76,5.86,135.5,135.5,1
2018-01-03 00:00:00,0.0,0.0,0.0,0.0,3.74,5.86,138.5,138.5,1
2018-01-03 00:15:00,0.0,0.0,0.0,0.0,3.76,5.76,134.5,134.5,1
2018-01-03 00:30:00,0.0,0.0,0.0,0.0,3.78,5.66,138.0,138.0,1
2018-01-03 00:45:00,0.0,0.0,0.0,0.0,3.8,5.55,137.0,137.0,1
2018-01-03 01:00:00,0.0,0.0,0.0,0.0,3.82,5.45,135.0,135.0,1
2018-01-03 01:15:00,0.0,0.0,0.0,0.0,3.88,5.43,136.0,136.0,1
2018-01-03 01:30:00,0.0,0.0,0.0,0.0,3.95,5.42,136.0,136.0,1
2018-01-03 01:45:00,0.0,0.0,0.0,0.0,4.01,5.4,130.0,130.0,1
2018-01-03 02:00:00,0.0,0.0,0.0,0.0,4.08,5.38,138.0,138.0,1
2018-01-03 02:15:00,0.0,0.0,0.0,0.0,4.15,5.42,137.5,137.5,1
2018-01-03 02:30:00,0.0,0.0,0.0,0.0,4.22,5.45,136.0,136.0,1
2018-01-03 02:45:00,0.0,0.0,0.0,0.0,4.3,5.48,138.5,138.5,1
2018-01-03 03:00:00,0.0,0.0,0.0,0.0,4.37,5.52,137.5,137.5,1
2018-01-03 03:15:00,0.0,0.0,0.0,0.0,4.55,5.74,137.5,137.5,1
2018-01-03 03:30:00,0.0,0.0,0.0,0.0,4.73,5.96,137.5,137.5,1
2018-01-03 03:45:00,0.0,0.0,0.0,0.0,4.92,6.19,142.0,142.0,1
2018-01-03 04:00:00,0.0,0.0,0.0,0.0,5.1,6.41,142.5,142.5,1
2018-01-03 04:15:00,0.0,0.0,0.0,0.0,5.36,6.58,143.5,143.5,1
2018-01-03 04:30:00,0.0,0.0,0.0,0.0,5.62,6.76,153.5,153.5,1
2018-01-03 04:45:00,0.0,0.0,0.0,0.0,5.89,6.93,159.0,159.0,1
2018-01-03 05:00:00,0.0,0.0,0.0,0.0,6.15,7.1,166.5,166.5,1
2018-01-03 05:15:00,0.0,0.0,0.0,0.0,6.46,7.08,166.0,166.0,1
2018-01-03 05:30:00,0.0,0.0,0.0,0.0,6.78,7.06,165.5,165.5,1
2018-01-03 05:45:00,0.0,0.0,0.0,0.0,7.1,7.05,168.5,168.5,1
2018-01-03 06:00:00,0.0,0.0,0.0,0.0,7.41,7.03,204.0,204.0,1
2018-01-03 06:15:00,0.0,0.0,0.0,0.0,7.52,7.05,211.5,211.5,1
2018-01-03 06:30:00,0.0,0.0,0.0,0.0,7.64,7.06,216.0,216.0,1
2018-01-03 06:45:00,0.0,0.0,0.0,0.0,7.75,7.08,229.5,229.5,1
2018-01-03 07:00:00,0.0,0.0,0.0,0.0,7.86,7.1,230.5,230.5,1
2018-01-03 07:15:00,0.0,1.74,5.96,1.09,7.56,6.67,231.0,231.0,1
2018-01-03 07:30:00,0.0,3.48,11.92,2.18,7.26,6.24,248.0,248.0,1
2018-01-03 07:45:00,0.0,5.21,17.89,3.28,6.96,5.81,261.5,261.5,1
2018-01-03 08:00:00,0.0,6.95,23.85,4.37,6.66,5.38,260.5,260.5,1
2018-01-03 08:15:00,10.99,5.21,22.1,5.8,6.43,5.5,268.0,257.01,1
2018-01-03 08:30:00,21.98,3.48,20.36,7.24,6.2,5.62,248.5,226.52,1
2018-01-03 08:45:00,32.98,1.74,18.62,8.68,5.96,5.74,265.5,232.52,1
2018-01-03 09:00:00,43.97,0.0,16.87,10.11,5.73,5.86,238.0,194.03,1
2018-01-03 09:15:00,42.84,23.59,42.06,11.09,5.58,6.15,237.0,194.16,1
2018-01-03 09:30:00,41.71,47.18,67.26,12.07,5.43,6.44,234.0,192.29,1
2018-01-03 09:45:00,40.58,70.76,92.46,13.05,5.27,6.74,254.5,213.92000000000002,1
2018-01-03 10:00:00,39.46,94.35,117.65,14.03,5.12,7.03,263.5,224.04,1
2018-01-03 10:15:00,84.61,143.52,109.68,14.47,5.13,6.98,297.0,212.39,1
2018-01-03 10:30:00,129.77,192.69,101.72,14.9,5.14,6.93,327.5,197.73,1
2018-01-03 10:45:00,174.93,241.86,93.75,15.34,5.16,6.88,306.5,131.57,1
2018-01-03 11:00:00,220.09,291.03,85.78,15.78,5.17,6.83,319.5,99.41,1
2018-01-03 11:15:00,213.84,241.4,96.81,15.64,5.15,6.88,328.0,114.16,1
2018-01-03 11:30:00,207.59,191.77,107.84,15.5,5.14,6.93,335.5,127.91,1
2018-01-03 11:45:00,201.35,142.15,118.88,15.36,5.12,6.98,341.0,139.65,1
2018-01-03 12:00:00,195.1,92.52,129.91,15.22,5.1,7.03,356.0,160.9,1
2018-01-03 12:15:00,178.08,69.39,103.64,14.51,5.17,6.82,357.0,178.92,1
2018-01-03 12:30:00,161.05,46.26,77.36,13.8,5.24,6.62,319.5,158.45,1
2018-01-03 12:45:00,144.03,23.13,51.09,13.09,5.32,6.42,247.5,103.47,1
2018-01-03 13:00:00,127.01,0.0,24.81,12.38,5.39,6.21,224.0,96.99,1
2018-01-03 13:15:00,97.7,12.35,33.4,11.17,5.34,6.66,235.5,137.8,1
2018-01-03 13:30:00,68.39,24.7,41.99,9.96,5.28,7.1,256.0,187.61,1
2018-01-03 13:45:00,39.08,37.05,50.58,8.74,5.22,7.55,260.5,221.42000000000002,1
2018-01-03 14:00:00,9.77,49.4,59.17,7.53,5.17,8.0,256.5,246.73,1
2018-01-03 14:15:00,7.33,37.05,44.38,5.65,5.05,8.07,288.0,280.67,1
2018-01-03 14:30:00,4.88,24.7,29.58,3.76,4.93,8.14,284.5,279.62,1
2018-01-03 14:45:00,2.44,12.35,14.79,1.88,4.81,8.21,258.0,255.56,1
2018-01-03 15:00:00,0.0,0.0,0.0,0.0,4.69,8.28,241.5,241.5,1
2018-01-03 15:15:00,0.0,0.0,0.0,0.0,4.55,8.09,235.0,235.0,1
2018-01-03 15:30:00,0.0,0.0,0.0,0.0,4.42,7.9,230.0,230.0,1
2018-01-03 15:45:00,0.0,0.0,0.0,0.0,4.28,7.71,184.0,184.0,1
2018-01-03 16:00:00,0.0,0.0,0.0,0.0,4.14,7.52,158.5,158.5,1
2018-01-03 16:15:00,0.0,0.0,0.0,0.0,4.15,7.38,152.5,152.5,1
2018-01-03 16:30:00,0.0,0.0,0.0,0.0,4.16,7.24,150.0,150.0,1
2018-01-03 16:45:00,0.0,0.0,0.0,0.0,4.18,7.11,135.0,135.0,1
2018-01-03 17:00:00,0.0,0.0,0.0,0.0,4.19,6.97,143.5,143.5,1
2018-01-03 17:15:00,0.0,0.0,0.0,0.0,4.22,6.95,138.0,138.0,1
2018-01-03 17:30:00,0.0,0.0,0.0,0.0,4.24,6.94,137.5,137.5,1
2018-01-03 17:45:00,0.0,0.0,0.0,0.0,4.27,6.92,140.0,140.0,1
2018-01-03 18:00:00,0.0,0.0,0.0,0.0,4.3,6.9,136.5,136.5,1
2018-01-03 18:15:00,0.0,0.0,0.0,0.0,4.44,6.92,135.0,135.0,1
2018-01-03 18:30:00,0.0,0.0,0.0,0.0,4.59,6.94,134.5,134.5,1
2018-01-03 18:45:00,0.0,0.0,0.0,0.0,4.73,6.95,130.0,130.0,1
2018-01-03 19:00:00,0.0,0.0,0.0,0.0,4.88,6.97,134.0,134.0,1
2018-01-03 19:15:00,0.0,0.0,0.0,0.0,4.88,6.98,136.0,136.0,1
2018-01-03 19:30:00,0.0,0.0,0.0,0.0,4.88,7.0,133.5,133.5,1
2018-01-03 19:45:00,0.0,0.0,0.0,0.0,4.89,7.02,133.5,133.5,1
2018-01-03 20:00:00,0.0,0.0,0.0,0.0,4.89,7.03,134.0,134.0,1
2018-01-03 20:15:00,0.0,0.0,0.0,0.0,4.88,7.0,123.5,123.5,1
2018-01-03 20:30:00,0.0,0.0,0.0,0.0,4.88,6.96,131.5,131.5,1
2018-01-03 20:45:00,0.0,0.0,0.0,0.0,4.87,6.93,128.0,128.0,1
2018-01-03 21:00:00,0.0,0.0,0.0,0.0,4.86,6.9,129.0,129.0,1
2018-01-03 21:15:00,0.0,0.0,0.0,0.0,4.81,6.81,127.5,127.5,1
2018-01-03 21:30:00,0.0,0.0,0.0,0.0,4.76,6.72,128.0,128.0,1
2018-01-03 21:45:00,0.0,0.0,0.0,0.0,4.71,6.64,123.5,123.5,1
2018-01-03 22:00:00,0.0,0.0,0.0,0.0,4.66,6.55,126.5,126.5,1
2018-01-03 22:15:00,0.0,0.0,0.0,0.0,4.66,6.52,125.5,125.5,1
2018-01-03 22:30:00,0.0,0.0,0.0,0.0,4.65,6.48,122.0,122.0,1
2018-01-03 22:45:00,0.0,0.0,0.0,0.0,4.64,6.44,123.0,123.0,1
2018-01-03 23:00:00,0.0,0.0,0.0,0.0,4.64,6.41,120.5,120.5,1
2018-01-03 23:15:00,0.0,0.0,0.0,0.0,4.64,6.36,119.0,119.0,1
2018-01-03 23:30:00,0.0,0.0,0.0,0.0,4.64,6.31,120.0,120.0,1
2018-01-03 23:45:00,0.0,0.0,0.0,0.0,4.64,6.26,118.5,118.5,1
2018-01-04 00:00:00,0.0,0.0,0.0,0.0,4.64,6.21,122.5,122.5,1
2018-01-04 00:15:00,0.0,0.0,0.0,0.0,4.66,6.18,121.0,121.0,1
2018-01-04 00:30:00,0.0,0.0,0.0,0.0,4.68,6.14,122.0,122.0,1
2018-01-04 00:45:00,0.0,0.0,0.0,0.0,4.69,6.1,123.0,123.0,1
2018-01-04 01:00:00,0.0,0.0,0.0,0.0,4.71,6.07,120.5,120.5,1
2018-01-04 01:15:00,0.0,0.0,0.0,0.0,4.71,6.0,119.0,119.0,1
